Date,PX_LAST
2013/12/26,131.16
2013/12/27,131.09
2013/12/30,132.19
2013/12/31,133.41
2014/1/2,134.72
2014/1/3,134.72
2014/1/6,134.13
2014/1/7,134.09
2014/1/8,134
2014/1/9,133.93
2014/1/10,133.9
2014/1/13,133.2
2014/1/14,133
2014/1/15,131.7
2014/1/16,130.7
2014/1/17,130
2014/1/20,129.2
2014/1/21,127.4
2014/1/22,124.9
2014/1/23,126.1
2014/1/24,126.7
2014/1/27,126.5
2014/1/28,125.6
2014/1/29,125.5
2014/1/30,125.4
2014/2/7,125.3
2014/2/10,124.4
2014/2/11,123.4
2014/2/12,122.9
2014/2/13,122.8
2014/2/14,123
2014/2/17,123.5
2014/2/18,124.1
2014/2/19,123.9
2014/2/20,123
2014/2/21,121.5
2014/2/24,120.6
2014/2/25,118.5
2014/2/26,117.7
2014/2/27,116.9
2014/2/28,115.8
2014/3/3,115.8
2014/3/4,114.3
2014/3/5,113.3
2014/3/6,112.3
2014/3/7,110.3
2014/3/10,105.4
2014/3/11,103.6
2014/3/12,104
2014/3/13,105
2014/3/14,104.8
2014/3/17,105
2014/3/18,104.4
2014/3/19,103.2
2014/3/20,101.9
2014/3/21,101.8
2014/3/24,102.7
2014/3/25,104.4
2014/3/26,105.2
2014/3/27,105.2
2014/3/28,106.1
2014/3/31,108.1
2014/4/1,110.1
2014/4/2,110
2014/4/3,109.9
2014/4/4,109.8
2014/4/8,113
2014/4/9,113.1
2014/4/10,113.1
2014/4/11,113
2014/4/14,113.4
2014/4/15,112.8
2014/4/16,111.8
2014/4/17,111.2
2014/4/18,108.9
2014/4/21,108.8
2014/4/22,108.7
2014/4/23,108.6
2014/4/24,108
2014/4/25,107.9
2014/4/28,106.4
2014/4/29,104.9
2014/4/30,103.9
2014/5/5,102.3
2014/5/6,102.1
2014/5/7,100.7
2014/5/8,99.3
2014/5/9,98.8
2014/5/12,98.6
2014/5/13,98.6
2014/5/14,98.9
2014/5/15,99
2014/5/16,98.9
2014/5/19,97.4
2014/5/20,96.7
2014/5/21,96.1
2014/5/22,96
2014/5/23,95.2
2014/5/26,95.2
2014/5/27,95
2014/5/28,94.3
2014/5/29,94.4
2014/5/30,92.2
2014/6/3,91.2
2014/6/4,91.8
2014/6/5,91.4
2014/6/6,91.4
2014/6/9,90.9
2014/6/10,90.9
2014/6/11,90.2
2014/6/12,88.8
2014/6/13,87.8
2014/6/16,86.1
2014/6/17,86
2014/6/18,86.6
2014/6/19,86.2
2014/6/20,85.8
2014/6/23,87.2
2014/6/24,87.2
2014/6/25,87.8
2014/6/26,89.5
2014/6/27,90.2
2014/6/30,90.4
2014/7/1,89.7
2014/7/2,89.9
2014/7/3,90.8
2014/7/4,92.4
2014/7/7,92.5
2014/7/8,92.6
2014/7/9,93.6
2014/7/10,93.6
2014/7/11,93.5
2014/7/14,93.5
2014/7/15,94
2014/7/16,94.8
2014/7/17,94.9
2014/7/18,94.3
2014/7/21,93.4
2014/7/22,92.6
2014/7/23,92.5
2014/7/24,92.1
2014/7/25,91.3
2014/7/28,92.1
2014/7/29,92.3
2014/7/30,92.3
2014/7/31,92.3
2014/8/1,92.7
2014/8/4,92.6
2014/8/5,93.1
2014/8/6,93.3
2014/8/7,93.6
2014/8/8,93.4
2014/8/11,93.1
2014/8/12,92.1
2014/8/13,91.6
2014/8/14,90.4
2014/8/15,90.4
2014/8/18,90.1
2014/8/19,89.9
2014/8/20,89
2014/8/21,88.4
2014/8/22,87.7
2014/8/25,87.6
2014/8/26,87.3
2014/8/27,86.9
2014/8/28,86.2
2014/8/29,86.2
2014/9/1,86.3
2014/9/2,85.8
2014/9/3,85.2
2014/9/4,84.7
2014/9/5,82.9
2014/9/9,82.4
2014/9/10,81.7
2014/9/11,81.7
2014/9/12,81.6
2014/9/15,83.1
2014/9/16,83.5
2014/9/17,83.5
2014/9/18,83.4
2014/9/19,82.9
2014/9/22,82.2
2014/9/23,81.7
2014/9/24,81.5
2014/9/25,81.4
2014/9/26,81.6
2014/9/29,80.9
2014/9/30,80.8
2014/10/8,80.8
2014/10/9,81.4
2014/10/10,81.4
2014/10/13,83.2
2014/10/14,83.9
2014/10/15,83.1
2014/10/16,82.4
2014/10/17,82.2
2014/10/20,82.2
2014/10/21,81.6
2014/10/22,81.6
2014/10/23,81.1
2014/10/24,80.8
2014/10/27,80.3
2014/10/28,79.9
2014/10/29,79.2
2014/10/30,78.6
2014/10/31,77.5
2014/11/3,76.9
2014/11/4,76.4
2014/11/5,76.1
2014/11/6,75.7
2014/11/7,74.9
2014/11/10,74.9
2014/11/11,74.8
2014/11/12,74.8
2014/11/13,74.8
2014/11/14,74.8
2014/11/17,74.6
2014/11/18,73
2014/11/19,72.5
2014/11/20,71.2
2014/11/21,71.2
2014/11/24,71
2014/11/25,70.1
2014/11/26,69.4
2014/11/27,69.4
2014/11/28,70.4
2014/12/1,70.7
2014/12/2,70.7
2014/12/3,69.9
2014/12/4,70.6
2014/12/5,71
2014/12/8,71
2014/12/9,70.1
2014/12/10,70.1
2014/12/11,70
2014/12/12,69.5
2014/12/15,69.5
2014/12/16,69
2014/12/17,68.5
2014/12/18,67.7
2014/12/19,67.6
2014/12/22,67.6
2014/12/23,66.9
2014/12/24,67
2014/12/25,66.4
2014/12/26,66.3
2014/12/29,66.8
2014/12/30,69.3
2014/12/31,69.3
2015/1/5,69.8
2015/1/6,70.6
2015/1/7,70.6
2015/1/8,70.6
2015/1/9,70.6
2015/1/12,70.2
2015/1/13,69.8
2015/1/14,69.4
2015/1/15,69.4
2015/1/16,68.8
2015/1/19,67.9
2015/1/20,67.9
2015/1/21,67.6
2015/1/22,66.9
2015/1/23,65.9
2015/1/26,65.5
2015/1/27,64.7
2015/1/28,64.2
2015/1/29,64.2
2015/1/30,64.2
2015/2/2,63.8
2015/2/3,63.8
2015/2/4,64
2015/2/5,63.9
2015/2/6,64
2015/2/9,64
2015/2/10,63.7
2015/2/11,64
2015/2/12,64
2015/2/13,64.8
2015/2/16,64.7
2015/2/17,64.6
2015/2/25,64.6
2015/2/26,64.3
2015/2/27,64.2
2015/3/2,64.1
2015/3/3,63.7
2015/3/4,63.5
2015/3/5,62.1
2015/3/6,62.1
2015/3/9,61.7
2015/3/10,61
2015/3/11,60.3
2015/3/12,60.3
2015/3/13,60.4
2015/3/16,60.4
2015/3/17,60.3
2015/3/18,60
2015/3/19,59.6
2015/3/20,58.6
2015/3/23,58.5
2015/3/24,57.7
2015/3/25,57.6
2015/3/26,57.3
2015/3/27,56.6
2015/3/30,55.9
2015/3/31,54.8
2015/4/1,54
2015/4/2,51.8
2015/4/3,50.6
2015/4/7,50.6
2015/4/8,50.5
2015/4/9,50.5
2015/4/10,50.5
2015/4/13,50.4
2015/4/14,52
2015/4/15,52.1
2015/4/16,52.2
2015/4/17,52.2
2015/4/20,52.1
2015/4/21,52.1
2015/4/22,53.6
2015/4/23,54.2
2015/4/24,56.5
2015/4/27,57.8
2015/4/28,59.3
2015/4/29,57.9
2015/4/30,57.9
2015/5/4,57.8
2015/5/5,58.5
2015/5/6,59.3
2015/5/7,59.2
2015/5/8,58.6
2015/5/11,59.3
2015/5/12,60.7
2015/5/13,60.5
2015/5/14,59.4
2015/5/15,59.3
2015/5/18,59.3
2015/5/19,59.3
2015/5/20,58.8
2015/5/21,58.9
2015/5/22,59.1
2015/5/25,59.6
2015/5/26,60.8
2015/5/27,61.5
2015/5/28,61.5
2015/5/29,61.1
2015/6/1,61.8
2015/6/2,61.8
2015/6/3,62.6
2015/6/4,63.3
2015/6/5,63.4
2015/6/8,63.3
2015/6/9,63.3
2015/6/10,64.1
2015/6/11,64.8
2015/6/12,64.8
2015/6/15,64.8
2015/6/16,64.1
2015/6/17,63.3
2015/6/18,62.6
2015/6/19,61.8
2015/6/23,62.3
2015/6/24,62.8
2015/6/25,62.8
2015/6/26,62.3
2015/6/29,61.5
2015/6/30,61.5
2015/7/1,60.8
2015/7/2,60
2015/7/3,59.3
2015/7/6,57.7
2015/7/7,55.5
2015/7/8,53.3
2015/7/9,54
2015/7/10,54
2015/7/13,54
2015/7/14,53.6
2015/7/15,53.3
2015/7/16,53.3
2015/7/17,53.3
2015/7/20,54
2015/7/21,55.5
2015/7/22,53.3
2015/7/23,52.5
2015/7/24,52.5
2015/7/27,52.2
2015/7/28,52.9
2015/7/29,53.7
2015/7/30,55.2
2015/7/31,54.9
2015/8/3,56.6
2015/8/4,55.9
2015/8/5,57.3
2015/8/6,58.1
2015/8/7,58.1
2015/8/10,57.6
2015/8/11,57.3
2015/8/12,56.3
2015/8/13,56.4
2015/8/14,57.2
2015/8/17,56.5
2015/8/18,56.2
2015/8/19,55.5
2015/8/20,55.5
2015/8/21,55.5
2015/8/24,54.7
2015/8/25,54.6
2015/8/26,54.6
2015/8/27,54.5
2015/8/28,56.2
2015/8/31,56.3
2015/9/1,57
2015/9/2,57
2015/9/7,57.9
2015/9/8,58.7
2015/9/9,59.4
2015/9/10,60.1
2015/9/11,60.1
2015/9/14,60.1
2015/9/15,59.3
2015/9/16,58.6
2015/9/17,58.6
2015/9/18,58.7
2015/9/21,58.6
2015/9/22,58.6
2015/9/23,57.8
2015/9/24,57.8
2015/9/25,57.8
2015/9/28,57.8
2015/9/29,57.4
2015/9/30,57.2
2015/10/8,57.2
2015/10/9,57.7
2015/10/12,57.9
2015/10/13,57.7
2015/10/14,56.9
2015/10/15,56.2
2015/10/16,55.8
2015/10/19,55.8
2015/10/20,55.5
2015/10/21,54.1
2015/10/22,53.7
2015/10/23,53.5
2015/10/26,53.5
2015/10/27,52.7
2015/10/28,51.9
2015/10/29,51
2015/10/30,50.6
2015/11/2,50.1
2015/11/3,48.7
2015/11/4,47.9
2015/11/5,47.9
2015/11/6,47.2
2015/11/9,46.6
2015/11/10,46.6
2015/11/11,46.6
2015/11/12,46.5
2015/11/13,46.5
2015/11/16,46.6
2015/11/17,46.6
2015/11/18,45.7
2015/11/19,45.3
2015/11/20,45
2015/11/23,45
2015/11/24,44.7
2015/11/25,44.2
2015/11/26,44.1
2015/11/27,44.1
2015/11/30,43.3
2015/12/1,42.6
2015/12/2,40.9
2015/12/3,40.9
2015/12/4,40.2
2015/12/7,39.6
2015/12/8,39.2
2015/12/9,39
2015/12/10,38.7
2015/12/11,37.9
2015/12/14,37.9
2015/12/15,37.9
2015/12/16,37.5
2015/12/17,37.5
2015/12/18,38.7
2015/12/21,39.5
2015/12/22,39.8
2015/12/23,39.8
2015/12/24,40.1
2015/12/25,40.8
2015/12/28,40.7
2015/12/29,41.5
2015/12/30,43
2015/12/31,43.4
2016/1/4,43.9
2016/1/5,44.7
2016/1/6,43.9
2016/1/7,43
2016/1/8,42.6
2016/1/11,42.1
2016/1/12,41.9
2016/1/13,41.2
2016/1/14,40.6
2016/1/15,40.8
2016/1/18,42
2016/1/19,42.1
2016/1/20,42.1
2016/1/21,41.4
2016/1/22,41.4
2016/1/25,41.4
2016/1/26,41
2016/1/27,41.7
2016/1/28,41.5
2016/1/29,41.4
2016/2/1,41.4
2016/2/2,41.6
2016/2/3,41.9
2016/2/4,41.9
2016/2/5,42
2016/2/15,43.6
2016/2/16,43.7
2016/2/17,44.5
2016/2/18,44.8
2016/2/19,45.1
2016/2/22,48.8
2016/2/23,48.3
2016/2/24,47.2
2016/2/25,47
2016/2/26,46.5
2016/2/29,46.4
2016/3/1,47.1
2016/3/2,47.9
2016/3/3,49.5
2016/3/4,49.6
2016/3/7,62.7
2016/3/8,64.3
2016/3/9,57.2
2016/3/10,59.7
2016/3/11,57.7
2016/3/14,57.1
2016/3/15,53.9
2016/3/16,53.6
2016/3/17,54.9
2016/3/18,56.4
2016/3/21,57.1
2016/3/22,56.5
2016/3/23,57.1
2016/3/24,54.8
2016/3/25,54
2016/3/28,54.3
2016/3/29,52.6
2016/3/30,52.6
2016/3/31,53.2
2016/4/1,53.4
2016/4/5,54.5
2016/4/6,54.1
2016/4/7,54.2
2016/4/8,54.5
2016/4/11,55.9
2016/4/12,57.4
2016/4/13,59.6
2016/4/14,59.4
2016/4/15,58.4
2016/4/18,60.7
2016/4/19,62.2
2016/4/20,64.1
2016/4/21,69.7
2016/4/22,68.7
2016/4/25,67.8
2016/4/26,65.7
2016/4/27,62.9
2016/4/28,64.5
2016/4/29,65.8
2016/5/3,65.2
2016/5/4,63.4
2016/5/5,61.9
2016/5/6,60.5
2016/5/9,57.9
2016/5/10,55.5
2016/5/11,55.6
2016/5/12,55.1
2016/5/13,53.9
2016/5/16,53.7
2016/5/17,54.1
2016/5/18,54.6
2016/5/19,53.1
2016/5/20,53.1
2016/5/23,52.4
2016/5/24,50.8
2016/5/25,49.7
2016/5/26,48.8
2016/5/27,48.9
2016/5/30,47.9
2016/5/31,47.2
2016/6/1,47.2
2016/6/2,47.2
2016/6/3,46.8
2016/6/6,48
2016/6/7,49.3
2016/6/8,49.4
2016/6/13,49.3
2016/6/14,49.3
2016/6/15,48.6
2016/6/16,49
2016/6/17,49.4
2016/6/20,49.2
2016/6/21,49.2
2016/6/22,49.8
2016/6/23,50.1
2016/6/24,49.7
2016/6/27,52.8
2016/6/28,53.2
2016/6/29,52.8
2016/6/30,53.6
2016/7/1,54.2
2016/7/4,54.2
2016/7/5,54.8
2016/7/6,54.7
2016/7/7,54.7
2016/7/8,54.7
2016/7/11,54.7
2016/7/12,56.1
2016/7/13,58.1
2016/7/14,57.5
2016/7/15,56.8
2016/7/18,56.2
2016/7/19,54.9
2016/7/20,53.6
2016/7/21,55.8
2016/7/22,55.9
2016/7/25,55.7
2016/7/26,56
2016/7/27,56.9
2016/7/28,58.5
2016/7/29,58.3
2016/8/1,59.8
2016/8/2,60.3
2016/8/3,60.2
2016/8/4,59
2016/8/5,59.4
2016/8/8,60.9
2016/8/9,60.7
2016/8/10,59.9
2016/8/11,59.3
2016/8/12,58.6
2016/8/15,58.3
2016/8/16,58.8
2016/8/17,59.1
2016/8/18,58.7
2016/8/19,58.5
2016/8/22,58.9
2016/8/23,59.7
2016/8/24,59.6
2016/8/25,59.1
2016/8/26,58.9
2016/8/29,58.3
2016/8/30,58
2016/8/31,57.3
2016/9/1,57.1
2016/9/2,57.5
2016/9/5,57.8
2016/9/6,57.3
2016/9/7,56.7
2016/9/8,56.5
2016/9/9,56
2016/9/12,55.4
2016/9/13,55
2016/9/14,55
2016/9/19,54.8
2016/9/20,55.3
2016/9/21,55.7
2016/9/22,56.5
2016/9/23,56.7
2016/9/26,56.96
2016/9/27,56.96
2016/9/28,57.2
2016/9/29,57.8
2016/9/30,57.77
2016/10/10,57.08
2016/10/11,57.65
2016/10/12,58.63
2016/10/13,58.22
2016/10/14,58.55
2016/10/17,58.84
2016/10/18,58.83
2016/10/19,59.12
2016/10/20,59.8
2016/10/21,59.31
2016/10/24,59.24
2016/10/25,61.23
2016/10/26,61.58
2016/10/27,61.63
2016/10/28,61.9
2016/10/31,62.38
2016/11/1,62.64
2016/11/2,63.73
2016/11/3,63.73
2016/11/4,64.01
2016/11/7,66.06
2016/11/8,66.74
2016/11/9,70.16
2016/11/10,73.4
2016/11/11,76.57
2016/11/14,79.6
2016/11/15,78.24
2016/11/16,74.57
2016/11/17,73.89
2016/11/18,73.03
2016/11/21,72.96
2016/11/22,74.39
2016/11/23,76.32
2016/11/24,78.75
2016/11/25,80.09
2016/11/28,80.91
2016/11/29,81.03
2016/11/30,79.14
2016/12/1,79.67
2016/12/2,79.54
2016/12/5,80.85
2016/12/6,80.26
2016/12/7,81.53
2016/12/8,81.13
2016/12/9,80.49
2016/12/12,83.7
2016/12/13,82.48
2016/12/14,82.48
2016/12/15,81.46
2016/12/16,81.24
2016/12/19,79.98
2016/12/20,78.98
2016/12/21,78.97
2016/12/22,78.71
2016/12/23,78.34
2016/12/26,77.4
2016/12/27,77.4
2016/12/28,78.27
2016/12/29,78.67
2016/12/30,78.06
2017/1/3,77.98
2017/1/4,77.66
2017/1/5,78.79
2017/1/6,78.37
2017/1/9,78.91
2017/1/10,79.32
2017/1/11,79.3
2017/1/12,80.29
2017/1/13,80.27
2017/1/16,84.07
2017/1/17,83.74
2017/1/18,83.5
2017/1/19,82.6
2017/1/20,81.95
2017/1/23,81.92
2017/1/24,83.44
2017/1/25,83.44
2017/1/26,83.44
2017/2/3,83.3
2017/2/6,82.09
2017/2/7,82.29
2017/2/8,83.94
2017/2/9,84.48
2017/2/10,85.89
2017/2/13,92
2017/2/14,92.17
