,update_date,trade_signal,daily_return,company_name
466,2007-03-26,0.0,0.0,永安期货
467,2007-03-27,0.0,0.0,永安期货
468,2007-03-28,0.0,0.0,永安期货
469,2007-03-29,0.0,0.0,永安期货
470,2007-03-30,0.0,0.0,永安期货
471,2007-04-02,0.0,0.0,永安期货
472,2007-04-03,0.0,0.0,永安期货
473,2007-04-04,0.0,0.0,永安期货
474,2007-04-05,0.0,0.0,永安期货
475,2007-04-06,0.0,0.0,永安期货
476,2007-04-09,0.0,0.0,永安期货
477,2007-04-10,0.0,0.0,永安期货
478,2007-04-11,0.0,0.0,永安期货
479,2007-04-12,0.0,0.0,永安期货
480,2007-04-13,0.0,0.0,永安期货
481,2007-04-16,0.0,0.0,永安期货
482,2007-04-17,0.0,0.0,永安期货
483,2007-04-18,0.0,0.0,永安期货
484,2007-04-19,0.0,0.0,永安期货
485,2007-04-20,0.0,0.0,永安期货
486,2007-04-23,0.0,0.0,永安期货
487,2007-04-24,0.0,0.0,永安期货
488,2007-04-25,0.0,0.0,永安期货
489,2007-04-26,0.0,0.0,永安期货
490,2007-04-27,0.0,0.0,永安期货
491,2007-04-30,0.0,0.0,永安期货
492,2007-05-08,0.0,0.0,永安期货
493,2007-05-09,0.0,0.0,永安期货
494,2007-05-10,0.0,0.0,永安期货
495,2007-05-11,0.0,0.0,永安期货
496,2007-05-14,0.0,0.0,永安期货
497,2007-05-15,0.0,0.0,永安期货
498,2007-05-16,0.0,0.0,永安期货
499,2007-05-17,0.0,0.0,永安期货
500,2007-05-18,0.0,0.0,永安期货
501,2007-05-21,0.0,0.0,永安期货
502,2007-05-22,0.0,0.0,永安期货
503,2007-05-23,0.0,0.0,永安期货
504,2007-05-24,0.0,0.0,永安期货
505,2007-05-25,0.0,0.0,永安期货
506,2007-05-28,0.0,0.0,永安期货
507,2007-05-29,0.0,0.0,永安期货
508,2007-05-30,0.0,0.0,永安期货
509,2007-05-31,0.0,0.0,永安期货
510,2007-06-01,0.0,0.0,永安期货
511,2007-06-04,0.0,0.0,永安期货
512,2007-06-05,0.0,0.0,永安期货
513,2007-06-06,0.0,0.0,永安期货
514,2007-06-07,0.0,0.0,永安期货
515,2007-06-08,0.0,0.0,永安期货
516,2007-06-11,0.0,0.0,永安期货
517,2007-06-12,0.0,0.0,永安期货
518,2007-06-13,0.0,0.0,永安期货
519,2007-06-14,0.0,0.0,永安期货
520,2007-06-15,0.0,0.0,永安期货
521,2007-06-18,0.0,0.0,永安期货
522,2007-06-19,0.0,0.0,永安期货
523,2007-06-20,0.0,0.0,永安期货
524,2007-06-21,0.0,0.0,永安期货
525,2007-06-22,0.0,0.0,永安期货
526,2007-06-25,0.0,0.0,永安期货
527,2007-06-26,0.0,0.0,永安期货
528,2007-06-27,0.0,0.0,永安期货
529,2007-06-28,0.0,0.0,永安期货
530,2007-06-29,0.0,0.0,永安期货
531,2007-07-02,0.0,0.0,永安期货
532,2007-07-03,0.0,0.0,永安期货
533,2007-07-04,0.0,0.0,永安期货
534,2007-07-05,0.0,0.0,永安期货
535,2007-07-06,0.0,0.0,永安期货
536,2007-07-09,0.0,0.0,永安期货
537,2007-07-10,0.0,0.0,永安期货
538,2007-07-11,0.0,0.0,永安期货
539,2007-07-12,0.0,0.0,永安期货
540,2007-07-13,0.0,0.0,永安期货
541,2007-07-16,0.0,0.0,永安期货
542,2007-07-17,0.0,0.0,永安期货
543,2007-07-18,0.0,0.0,永安期货
544,2007-07-19,0.0,0.0,永安期货
545,2007-07-20,0.0,0.0,永安期货
546,2007-07-23,0.0,0.0,永安期货
547,2007-07-24,0.0,0.0,永安期货
548,2007-07-25,0.0,0.0,永安期货
549,2007-07-26,0.0,0.0,永安期货
550,2007-07-27,0.0,0.0,永安期货
551,2007-07-30,0.0,0.0,永安期货
552,2007-07-31,0.0,0.0,永安期货
553,2007-08-01,0.0,0.0,永安期货
554,2007-08-02,0.0,0.0,永安期货
555,2007-08-03,0.0,0.0,永安期货
556,2007-08-06,0.0,0.0,永安期货
557,2007-08-07,0.0,0.0,永安期货
558,2007-08-08,0.0,0.0,永安期货
559,2007-08-09,0.0,0.0,永安期货
560,2007-08-10,0.0,0.0,永安期货
561,2007-08-13,0.0,0.0,永安期货
562,2007-08-14,0.0,0.0,永安期货
563,2007-08-15,0.0,0.0,永安期货
564,2007-08-16,0.0,0.0,永安期货
565,2007-08-17,0.0,0.0,永安期货
566,2007-08-20,0.0,0.0,永安期货
567,2007-08-21,0.0,0.0,永安期货
568,2007-08-22,0.0,0.0,永安期货
569,2007-08-23,0.0,0.0,永安期货
570,2007-08-24,0.0,0.0,永安期货
571,2007-08-27,0.0,0.0,永安期货
572,2007-08-28,0.0,0.0,永安期货
573,2007-08-29,0.0,0.0,永安期货
574,2007-08-30,0.0,0.0,永安期货
575,2007-08-31,0.0,0.0,永安期货
576,2007-09-03,0.0,0.0,永安期货
577,2007-09-04,0.0,0.0,永安期货
578,2007-09-05,0.0,0.0,永安期货
579,2007-09-06,0.0,0.0,永安期货
580,2007-09-07,0.0,0.0,永安期货
581,2007-09-10,0.0,0.0,永安期货
582,2007-09-11,0.0,0.0,永安期货
583,2007-09-12,0.0,0.0,永安期货
584,2007-09-13,0.0,0.0,永安期货
585,2007-09-14,0.0,0.0,永安期货
586,2007-09-17,0.0,0.0,永安期货
587,2007-09-18,0.0,0.0,永安期货
588,2007-09-19,0.0,0.0,永安期货
589,2007-09-20,0.0,0.0,永安期货
590,2007-09-21,0.0,0.0,永安期货
591,2007-09-24,0.0,0.0,永安期货
592,2007-09-25,0.0,0.0,永安期货
593,2007-09-26,0.0,0.0,永安期货
594,2007-09-27,0.0,0.0,永安期货
595,2007-09-28,0.0,0.0,永安期货
596,2007-10-08,0.0,0.0,永安期货
597,2007-10-09,0.0,0.0,永安期货
598,2007-10-10,0.0,0.0,永安期货
599,2007-10-11,0.0,0.0,永安期货
600,2007-10-12,0.0,0.0,永安期货
601,2007-10-15,0.0,0.0,永安期货
602,2007-10-16,0.0,0.0,永安期货
603,2007-10-17,0.0,0.0,永安期货
604,2007-10-18,0.0,0.0,永安期货
605,2007-10-19,0.0,0.0,永安期货
606,2007-10-22,0.0,0.0,永安期货
607,2007-10-23,0.0,0.0,永安期货
608,2007-10-24,0.0,0.0,永安期货
609,2007-10-25,0.0,0.0,永安期货
610,2007-10-26,0.0,0.0,永安期货
611,2007-10-29,0.0,0.0,永安期货
612,2007-10-30,0.0,0.0,永安期货
613,2007-10-31,0.0,0.0,永安期货
614,2007-11-01,0.0,0.0,永安期货
615,2007-11-02,0.0,0.0,永安期货
616,2007-11-05,0.0,0.0,永安期货
617,2007-11-06,0.0,0.0,永安期货
618,2007-11-07,0.0,0.0,永安期货
619,2007-11-08,0.0,0.0,永安期货
620,2007-11-09,0.0,0.0,永安期货
621,2007-11-12,0.0,0.0,永安期货
622,2007-11-13,0.0,0.0,永安期货
623,2007-11-14,0.0,0.0,永安期货
624,2007-11-15,0.0,0.0,永安期货
625,2007-11-16,0.0,0.0,永安期货
626,2007-11-19,0.0,0.0,永安期货
627,2007-11-20,0.0,0.0,永安期货
628,2007-11-21,0.0,0.0,永安期货
629,2007-11-22,0.0,0.0,永安期货
630,2007-11-23,0.0,0.0,永安期货
631,2007-11-26,0.0,0.0,永安期货
632,2007-11-27,0.0,0.0,永安期货
633,2007-11-28,0.0,0.0,永安期货
634,2007-11-29,0.0,0.0,永安期货
635,2007-11-30,0.0,0.0,永安期货
636,2007-12-03,0.0,0.0,永安期货
637,2007-12-04,0.0,0.0,永安期货
638,2007-12-05,0.0,0.0,永安期货
639,2007-12-06,0.0,0.0,永安期货
640,2007-12-07,0.0,0.0,永安期货
641,2007-12-10,0.0,0.0,永安期货
642,2007-12-11,0.0,0.0,永安期货
643,2007-12-12,0.0,0.0,永安期货
644,2007-12-13,0.0,0.0,永安期货
645,2007-12-14,0.0,0.0,永安期货
646,2007-12-17,0.0,0.0,永安期货
647,2007-12-18,0.0,0.0,永安期货
648,2007-12-19,0.0,0.0,永安期货
649,2007-12-20,0.0,0.0,永安期货
650,2007-12-21,0.0,0.0,永安期货
651,2007-12-24,0.0,0.0,永安期货
652,2007-12-25,0.0,0.0,永安期货
653,2007-12-26,0.0,0.0,永安期货
654,2007-12-27,0.0,0.0,永安期货
655,2007-12-28,0.0,0.0,永安期货
656,2008-01-02,0.0,0.0,永安期货
657,2008-01-03,0.0,0.0,永安期货
658,2008-01-04,0.0,0.0,永安期货
659,2008-01-07,0.0,0.0,永安期货
660,2008-01-08,0.0,0.0,永安期货
661,2008-01-09,0.0,0.0,永安期货
662,2008-01-10,0.0,0.0,永安期货
663,2008-01-11,0.0,0.0,永安期货
664,2008-01-14,0.0,0.0,永安期货
665,2008-01-15,0.0,0.0,永安期货
666,2008-01-16,0.0,0.0,永安期货
667,2008-01-17,0.0,0.0,永安期货
668,2008-01-18,0.0,0.0,永安期货
669,2008-01-21,0.0,0.0,永安期货
670,2008-01-22,0.0,0.0,永安期货
671,2008-01-23,0.0,0.0,永安期货
672,2008-01-24,0.0,0.0,永安期货
673,2008-01-25,0.0,0.0,永安期货
674,2008-01-28,0.0,0.0,永安期货
675,2008-01-29,0.0,0.0,永安期货
676,2008-01-30,0.0,0.0,永安期货
677,2008-01-31,0.0,0.0,永安期货
678,2008-02-01,0.0,0.0,永安期货
679,2008-02-04,0.0,0.0,永安期货
680,2008-02-05,0.0,0.0,永安期货
681,2008-02-13,0.0,0.0,永安期货
682,2008-02-14,0.0,0.0,永安期货
683,2008-02-15,0.0,0.0,永安期货
684,2008-02-18,0.0,0.0,永安期货
685,2008-02-19,0.0,0.0,永安期货
686,2008-02-20,0.0,0.0,永安期货
687,2008-02-21,0.0,0.0,永安期货
688,2008-02-22,0.0,0.0,永安期货
689,2008-02-25,0.0,0.0,永安期货
690,2008-02-26,0.0,0.0,永安期货
691,2008-02-27,0.0,0.0,永安期货
692,2008-02-28,0.0,0.0,永安期货
693,2008-02-29,0.0,0.0,永安期货
694,2008-03-03,0.0,0.0,永安期货
695,2008-03-04,0.0,0.0,永安期货
696,2008-03-05,0.0,0.0,永安期货
697,2008-03-06,0.0,0.0,永安期货
698,2008-03-07,0.0,0.0,永安期货
699,2008-03-10,0.0,0.0,永安期货
700,2008-03-11,0.0,0.0,永安期货
701,2008-03-12,0.0,0.0,永安期货
702,2008-03-13,0.0,0.0,永安期货
703,2008-03-14,0.0,0.0,永安期货
704,2008-03-17,0.0,0.0,永安期货
705,2008-03-18,0.0,0.0,永安期货
706,2008-03-19,0.0,0.0,永安期货
707,2008-03-20,0.0,0.0,永安期货
708,2008-03-21,0.0,0.0,永安期货
709,2008-03-24,0.0,0.0,永安期货
710,2008-03-25,0.0,0.0,永安期货
711,2008-03-26,0.0,0.0,永安期货
712,2008-03-27,0.0,0.0,永安期货
713,2008-03-28,0.0,0.0,永安期货
714,2008-03-31,0.0,0.0,永安期货
715,2008-04-01,0.0,0.0,永安期货
716,2008-04-02,0.0,0.0,永安期货
717,2008-04-03,0.0,0.0,永安期货
718,2008-04-07,0.0,0.0,永安期货
719,2008-04-08,0.0,0.0,永安期货
720,2008-04-09,0.0,0.0,永安期货
721,2008-04-10,0.0,0.0,永安期货
722,2008-04-11,0.0,0.0,永安期货
723,2008-04-14,0.0,0.0,永安期货
724,2008-04-15,0.0,0.0,永安期货
725,2008-04-16,0.0,0.0,永安期货
726,2008-04-17,0.0,0.0,永安期货
727,2008-04-18,0.0,0.0,永安期货
728,2008-04-21,0.0,0.0,永安期货
729,2008-04-22,0.0,0.0,永安期货
